"Break","Forecast For","Collected At","Days Out","Predicted Rating","Latest Rating","Absolute Error","Previous Rating","Rating Change"
"15th Street",2026-04-30 12:00:00,2026-04-28 01:00:00,2.5,2.13,2.35,0.22,1.94,0.19
"15th Street",2026-04-30 12:00:00,2026-04-29 01:00:00,1.5,2.09,2.35,0.26,2.13,-0.04
"15th Street",2026-04-30 12:00:00,2026-04-30 03:00:00,0.4,2.17,2.35,0.18,2.09,0.08
"15th Street",2026-04-30 12:00:00,2026-05-01 01:00:00,-0.5,2.35,2.35,0,2.17,0.18
"15th Street",2026-04-30 13:00:00,2026-04-27,3.5,1.96,2.42,0.46,NA,NA
"15th Street",2026-04-30 13:00:00,2026-04-28 01:00:00,2.5,2.27,2.42,0.15,1.96,0.31
"15th Street",2026-04-30 13:00:00,2026-04-29 01:00:00,1.5,2.1,2.42,0.32,2.27,-0.17
"15th Street",2026-04-30 13:00:00,2026-04-30 03:00:00,0.4,2.11,2.42,0.31,2.1,0.01
"15th Street",2026-04-30 13:00:00,2026-05-01 01:00:00,-0.5,2.42,2.42,0,2.11,0.31
"15th Street",2026-04-30 14:00:00,2026-04-27,3.6,1.74,2.08,0.34,NA,NA
"15th Street",2026-04-30 14:00:00,2026-04-28 01:00:00,2.5,2.01,2.08,0.07,1.74,0.27
"15th Street",2026-04-30 14:00:00,2026-04-29 01:00:00,1.5,1.96,2.08,0.12,2.01,-0.05
"15th Street",2026-04-30 14:00:00,2026-04-30 03:00:00,0.5,2.05,2.08,0.03,1.96,0.09
"15th Street",2026-04-30 14:00:00,2026-05-01 01:00:00,-0.5,2.08,2.08,0,2.05,0.03
"15th Street",2026-04-30 15:00:00,2026-04-27,3.6,1.66,2.03,0.37,NA,NA
"15th Street",2026-04-30 15:00:00,2026-04-28 01:00:00,2.6,1.93,2.03,0.1,1.66,0.27
"15th Street",2026-04-30 15:00:00,2026-04-29 01:00:00,1.6,1.86,2.03,0.17,1.93,-0.07
"15th Street",2026-04-30 15:00:00,2026-04-30 03:00:00,0.5,1.89,2.03,0.14,1.86,0.03
"15th Street",2026-04-30 15:00:00,2026-05-01 01:00:00,-0.4,2.03,2.03,0,1.89,0.14
"15th Street",2026-04-30 16:00:00,2026-04-27,3.7,1.73,1.99,0.26,NA,NA
"15th Street",2026-04-30 16:00:00,2026-04-28 01:00:00,2.6,1.86,1.99,0.13,1.73,0.13
"15th Street",2026-04-30 16:00:00,2026-04-29 01:00:00,1.6,1.78,1.99,0.21,1.86,-0.08
"15th Street",2026-04-30 16:00:00,2026-04-30 03:00:00,0.5,1.77,1.99,0.22,1.78,-0.01
"15th Street",2026-04-30 16:00:00,2026-05-01 01:00:00,-0.4,1.99,1.99,0,1.77,0.22
"15th Street",2026-04-30 17:00:00,2026-04-27,3.7,1.67,1.83,0.16,NA,NA
"15th Street",2026-04-30 17:00:00,2026-04-28 01:00:00,2.7,1.75,1.83,0.08,1.67,0.08
"15th Street",2026-04-30 17:00:00,2026-04-29 01:00:00,1.7,1.65,1.83,0.18,1.75,-0.1
"15th Street",2026-04-30 17:00:00,2026-04-30 03:00:00,0.6,1.72,1.83,0.11,1.65,0.07
"15th Street",2026-04-30 17:00:00,2026-05-01 01:00:00,-0.3,1.83,1.83,0,1.72,0.11
"15th Street",2026-04-30 18:00:00,2026-04-27,3.8,1.65,1.74,0.09,NA,NA
"15th Street",2026-04-30 18:00:00,2026-04-28 01:00:00,2.7,1.72,1.74,0.02,1.65,0.07
"15th Street",2026-04-30 18:00:00,2026-04-29 01:00:00,1.7,1.66,1.74,0.08,1.72,-0.06
"15th Street",2026-04-30 18:00:00,2026-04-30 03:00:00,0.6,1.62,1.74,0.12,1.66,-0.04
"15th Street",2026-04-30 18:00:00,2026-05-01 01:00:00,-0.3,1.74,1.74,0,1.62,0.12
"15th Street",2026-04-30 19:00:00,2026-04-27,3.8,1.58,1.73,0.15,NA,NA
"15th Street",2026-04-30 19:00:00,2026-04-28 01:00:00,2.8,1.55,1.73,0.18,1.58,-0.03
"15th Street",2026-04-30 19:00:00,2026-04-29 01:00:00,1.8,1.62,1.73,0.11,1.55,0.07
"15th Street",2026-04-30 19:00:00,2026-04-30 03:00:00,0.7,1.43,1.73,0.3,1.62,-0.19
"15th Street",2026-04-30 19:00:00,2026-05-01 01:00:00,-0.3,1.73,1.73,0,1.43,0.3
"15th Street",2026-04-30 20:00:00,2026-04-27,3.8,1.52,1.64,0.12,NA,NA
"15th Street",2026-04-30 20:00:00,2026-04-28 01:00:00,2.8,1.45,1.64,0.19,1.52,-0.07
"15th Street",2026-04-30 20:00:00,2026-04-29 01:00:00,1.8,1.62,1.64,0.02,1.45,0.17
"15th Street",2026-04-30 20:00:00,2026-04-30 03:00:00,0.7,1.38,1.64,0.26,1.62,-0.24
"15th Street",2026-04-30 20:00:00,2026-05-01 01:00:00,-0.2,1.64,1.64,0,1.38,0.26
"15th Street",2026-04-30 21:00:00,2026-04-27,3.9,1.48,1.47,0.01,NA,NA
"15th Street",2026-04-30 21:00:00,2026-04-28 01:00:00,2.8,1.35,1.47,0.12,1.48,-0.13
"15th Street",2026-04-30 21:00:00,2026-04-29 01:00:00,1.8,1.46,1.47,0.01,1.35,0.11
"15th Street",2026-04-30 21:00:00,2026-04-30 03:00:00,0.8,1.32,1.47,0.15,1.46,-0.14
"15th Street",2026-04-30 21:00:00,2026-05-01 01:00:00,-0.2,1.47,1.47,0,1.32,0.15
"15th Street",2026-04-30 22:00:00,2026-04-27,3.9,1.6,1.37,0.23,NA,NA
"15th Street",2026-04-30 22:00:00,2026-04-28 01:00:00,2.9,1.41,1.37,0.04,1.6,-0.19
"15th Street",2026-04-30 22:00:00,2026-04-29 01:00:00,1.9,1.36,1.37,0.01,1.41,-0.05
"15th Street",2026-04-30 22:00:00,2026-04-30 03:00:00,0.8,1.37,1.37,0,1.36,0.01
"15th Street",2026-04-30 22:00:00,2026-05-01 01:00:00,-0.1,1.37,1.37,0,1.37,0
"15th Street",2026-04-30 23:00:00,2026-04-27,4,1.5,1.45,0.05,NA,NA
"15th Street",2026-04-30 23:00:00,2026-04-28 01:00:00,2.9,1.34,1.45,0.11,1.5,-0.16
"15th Street",2026-04-30 23:00:00,2026-04-29 01:00:00,1.9,1.38,1.45,0.07,1.34,0.04
"15th Street",2026-04-30 23:00:00,2026-04-30 03:00:00,0.8,1.36,1.45,0.09,1.38,-0.02
"15th Street",2026-04-30 23:00:00,2026-05-01 01:00:00,-0.1,1.45,1.45,0,1.36,0.09
"15th Street",2026-05-01,2026-04-27,4,1.51,1.59,0.08,NA,NA
"15th Street",2026-05-01,2026-04-28 01:00:00,3,1.4,1.59,0.19,1.51,-0.11
"15th Street",2026-05-01,2026-04-29 01:00:00,2,1.39,1.59,0.2,1.4,-0.01
"15th Street",2026-05-01,2026-04-30 03:00:00,0.9,1.34,1.59,0.25,1.39,-0.05
"15th Street",2026-05-01,2026-05-01 01:00:00,0,1.59,1.59,0,1.34,0.25
"15th Street",2026-05-01 01:00:00,2026-04-27,4,1.58,1.67,0.09,NA,NA
"15th Street",2026-05-01 01:00:00,2026-04-28 01:00:00,3,1.51,1.67,0.16,1.58,-0.07
"15th Street",2026-05-01 01:00:00,2026-04-29 01:00:00,2,1.47,1.67,0.2,1.51,-0.04
"15th Street",2026-05-01 01:00:00,2026-04-30 03:00:00,0.9,1.55,1.67,0.12,1.47,0.08
"15th Street",2026-05-01 01:00:00,2026-05-01 01:00:00,0,1.67,1.67,0,1.55,0.12
"15th Street",2026-05-01 02:00:00,2026-04-27,4.1,1.59,1.54,0.05,NA,NA
"15th Street",2026-05-01 02:00:00,2026-04-28 01:00:00,3,1.56,1.54,0.02,1.59,-0.03
"15th Street",2026-05-01 02:00:00,2026-04-29 01:00:00,2,1.61,1.54,0.07,1.56,0.05
"15th Street",2026-05-01 02:00:00,2026-04-30 03:00:00,1,1.54,1.54,0,1.61,-0.07
"15th Street",2026-05-01 02:00:00,2026-05-01 01:00:00,0,1.54,1.54,0,1.54,0
"15th Street",2026-05-01 03:00:00,2026-04-27,4.1,1.66,1.58,0.08,NA,NA
"15th Street",2026-05-01 03:00:00,2026-04-28 01:00:00,3.1,1.61,1.58,0.03,1.66,-0.05
"15th Street",2026-05-01 03:00:00,2026-04-29 01:00:00,2.1,1.59,1.58,0.01,1.61,-0.02
"15th Street",2026-05-01 03:00:00,2026-04-30 03:00:00,1,1.58,1.58,0,1.59,-0.01
"15th Street",2026-05-01 03:00:00,2026-05-01 01:00:00,0.1,1.58,1.58,0,1.58,0
"15th Street",2026-05-01 04:00:00,2026-04-27,4.2,1.65,1.58,0.07,NA,NA
"15th Street",2026-05-01 04:00:00,2026-04-28 01:00:00,3.1,1.61,1.58,0.03,1.65,-0.04
"15th Street",2026-05-01 04:00:00,2026-04-29 01:00:00,2.1,1.67,1.58,0.09,1.61,0.06
"15th Street",2026-05-01 04:00:00,2026-04-30 03:00:00,1,1.64,1.58,0.06,1.67,-0.03
"15th Street",2026-05-01 04:00:00,2026-05-01 01:00:00,0.1,1.58,1.58,0,1.64,-0.06
"15th Street",2026-05-01 05:00:00,2026-04-27,4.2,1.69,1.66,0.03,NA,NA
"15th Street",2026-05-01 05:00:00,2026-04-28 01:00:00,3.2,1.64,1.66,0.02,1.69,-0.05
"15th Street",2026-05-01 05:00:00,2026-04-29 01:00:00,2.2,1.68,1.66,0.02,1.64,0.04
"15th Street",2026-05-01 05:00:00,2026-04-30 03:00:00,1.1,1.66,1.66,0,1.68,-0.02
"15th Street",2026-05-01 05:00:00,2026-05-01 01:00:00,0.2,1.66,1.66,0,1.66,0
"15th Street",2026-05-01 06:00:00,2026-04-27,4.3,1.75,1.7,0.05,NA,NA
"15th Street",2026-05-01 06:00:00,2026-04-28 01:00:00,3.2,1.7,1.7,0,1.75,-0.05
"15th Street",2026-05-01 06:00:00,2026-04-29 01:00:00,2.2,1.72,1.7,0.02,1.7,0.02
"15th Street",2026-05-01 06:00:00,2026-04-30 03:00:00,1.1,1.72,1.7,0.02,1.72,0
"15th Street",2026-05-01 06:00:00,2026-05-01 01:00:00,0.2,1.7,1.7,0,1.72,-0.02
"15th Street",2026-05-01 07:00:00,2026-04-27,4.3,1.89,2.05,0.16,NA,NA
"15th Street",2026-05-01 07:00:00,2026-04-28 01:00:00,3.3,1.85,2.05,0.2,1.89,-0.04
"15th Street",2026-05-01 07:00:00,2026-04-29 01:00:00,2.3,1.85,2.05,0.2,1.85,0
"15th Street",2026-05-01 07:00:00,2026-04-30 03:00:00,1.2,1.85,2.05,0.2,1.85,0
"15th Street",2026-05-01 07:00:00,2026-05-01 01:00:00,0.3,1.87,2.05,0.18,1.85,0.02
"15th Street",2026-05-01 07:00:00,2026-05-01 08:00:00,0,2.05,2.05,0,1.87,0.18
"15th Street",2026-05-01 08:00:00,2026-04-27,4.3,1.99,2.07,0.08,NA,NA
"15th Street",2026-05-01 08:00:00,2026-04-28 01:00:00,3.3,1.96,2.07,0.11,1.99,-0.03
"15th Street",2026-05-01 08:00:00,2026-04-29 01:00:00,2.3,1.95,2.07,0.12,1.96,-0.01
"15th Street",2026-05-01 08:00:00,2026-04-30 03:00:00,1.2,1.95,2.07,0.12,1.95,0
"15th Street",2026-05-01 08:00:00,2026-05-01 01:00:00,0.3,1.96,2.07,0.11,1.95,0.01
"15th Street",2026-05-01 08:00:00,2026-05-01 08:00:00,0,2.07,2.07,0,1.96,0.11
"15th Street",2026-05-01 09:00:00,2026-04-27,4.4,2.1,2.07,0.03,NA,NA
"15th Street",2026-05-01 09:00:00,2026-04-28 01:00:00,3.3,2.07,2.07,0,2.1,-0.03
"15th Street",2026-05-01 09:00:00,2026-04-29 01:00:00,2.3,2.06,2.07,0.01,2.07,-0.01
"15th Street",2026-05-01 09:00:00,2026-04-30 03:00:00,1.3,2.06,2.07,0.01,2.06,0
"15th Street",2026-05-01 09:00:00,2026-05-01 01:00:00,0.3,2.07,2.07,0,2.06,0.01
"15th Street",2026-05-01 09:00:00,2026-05-01 08:00:00,0,2.07,2.07,0,2.07,0
"15th Street",2026-05-01 10:00:00,2026-04-27,4.4,2.1,2.02,0.08,NA,NA
"15th Street",2026-05-01 10:00:00,2026-04-28 01:00:00,3.4,2.07,2.02,0.05,2.1,-0.03
"15th Street",2026-05-01 10:00:00,2026-04-29 01:00:00,2.4,2.04,2.02,0.02,2.07,-0.03
"15th Street",2026-05-01 10:00:00,2026-04-30 03:00:00,1.3,2.09,2.02,0.07,2.04,0.05
"15th Street",2026-05-01 10:00:00,2026-05-01 01:00:00,0.4,2.02,2.02,0,2.09,-0.07
"15th Street",2026-05-01 10:00:00,2026-05-01 08:00:00,0.1,2.02,2.02,0,2.02,0
"15th Street",2026-05-01 11:00:00,2026-04-27,4.5,2.13,2.04,0.09,NA,NA
"15th Street",2026-05-01 11:00:00,2026-04-28 01:00:00,3.4,2.11,2.04,0.07,2.13,-0.02
"15th Street",2026-05-01 11:00:00,2026-04-29 01:00:00,2.4,2.1,2.04,0.06,2.11,-0.01
"15th Street",2026-05-01 11:00:00,2026-04-30 03:00:00,1.3,2.08,2.04,0.04,2.1,-0.02
"15th Street",2026-05-01 11:00:00,2026-05-01 01:00:00,0.4,2.04,2.04,0,2.08,-0.04
"15th Street",2026-05-01 11:00:00,2026-05-01 08:00:00,0.1,2.04,2.04,0,2.04,0
"15th Street",2026-05-01 12:00:00,2026-04-27,4.5,2.09,2.05,0.04,NA,NA
"15th Street",2026-05-01 12:00:00,2026-04-28 01:00:00,3.5,2.08,2.05,0.03,2.09,-0.01
"15th Street",2026-05-01 12:00:00,2026-04-29 01:00:00,2.5,2.04,2.05,0.01,2.08,-0.04
"15th Street",2026-05-01 12:00:00,2026-04-30 03:00:00,1.4,2.09,2.05,0.04,2.04,0.05
"15th Street",2026-05-01 12:00:00,2026-05-01 01:00:00,0.5,2.05,2.05,0,2.09,-0.04
"15th Street",2026-05-01 12:00:00,2026-05-01 08:00:00,0.2,2.05,2.05,0,2.05,0
"15th Street",2026-05-01 13:00:00,2026-04-27,4.5,2.1,2.05,0.05,NA,NA
"15th Street",2026-05-01 13:00:00,2026-04-28 01:00:00,3.5,2.09,2.05,0.04,2.1,-0.01
"15th Street",2026-05-01 13:00:00,2026-04-29 01:00:00,2.5,2.04,2.05,0.01,2.09,-0.05
"15th Street",2026-05-01 13:00:00,2026-04-30 03:00:00,1.4,2.03,2.05,0.02,2.04,-0.01
"15th Street",2026-05-01 13:00:00,2026-05-01 01:00:00,0.5,2.05,2.05,0,2.03,0.02
"15th Street",2026-05-01 13:00:00,2026-05-01 08:00:00,0.2,2.05,2.05,0,2.05,0
"15th Street",2026-05-01 14:00:00,2026-04-27,4.6,1.99,1.9,0.09,NA,NA
"15th Street",2026-05-01 14:00:00,2026-04-28 01:00:00,3.5,1.93,1.9,0.03,1.99,-0.06
"15th Street",2026-05-01 14:00:00,2026-04-29 01:00:00,2.5,1.96,1.9,0.06,1.93,0.03
"15th Street",2026-05-01 14:00:00,2026-04-30 03:00:00,1.5,1.89,1.9,0.01,1.96,-0.07
"15th Street",2026-05-01 14:00:00,2026-05-01 01:00:00,0.5,1.93,1.9,0.03,1.89,0.04
"15th Street",2026-05-01 14:00:00,2026-05-01 08:00:00,0.3,1.9,1.9,0,1.93,-0.03
"15th Street",2026-05-01 15:00:00,2026-04-27,4.6,1.93,1.88,0.05,NA,NA
"15th Street",2026-05-01 15:00:00,2026-04-28 01:00:00,3.6,1.88,1.88,0,1.93,-0.05
"15th Street",2026-05-01 15:00:00,2026-04-29 01:00:00,2.6,1.89,1.88,0.01,1.88,0.01
"15th Street",2026-05-01 15:00:00,2026-04-30 03:00:00,1.5,1.87,1.88,0.01,1.89,-0.02
"15th Street",2026-05-01 15:00:00,2026-05-01 01:00:00,0.6,1.89,1.88,0.01,1.87,0.02
"15th Street",2026-05-01 15:00:00,2026-05-01 08:00:00,0.3,1.88,1.88,0,1.89,-0.01
"15th Street",2026-05-01 16:00:00,2026-04-27,4.7,1.79,1.75,0.04,NA,NA
"15th Street",2026-05-01 16:00:00,2026-04-28 01:00:00,3.6,1.76,1.75,0.01,1.79,-0.03
"15th Street",2026-05-01 16:00:00,2026-04-29 01:00:00,2.6,1.76,1.75,0.01,1.76,0
"15th Street",2026-05-01 16:00:00,2026-04-30 03:00:00,1.5,1.74,1.75,0.01,1.76,-0.02
"15th Street",2026-05-01 16:00:00,2026-05-01 01:00:00,0.6,1.77,1.75,0.02,1.74,0.03
"15th Street",2026-05-01 16:00:00,2026-05-01 08:00:00,0.3,1.75,1.75,0,1.77,-0.02
"15th Street",2026-05-01 17:00:00,2026-04-27,4.7,1.71,1.64,0.07,NA,NA
"15th Street",2026-05-01 17:00:00,2026-04-28 01:00:00,3.7,1.66,1.64,0.02,1.71,-0.05
"15th Street",2026-05-01 17:00:00,2026-04-29 01:00:00,2.7,1.72,1.64,0.08,1.66,0.06
"15th Street",2026-05-01 17:00:00,2026-04-30 03:00:00,1.6,1.58,1.64,0.06,1.72,-0.14
"15th Street",2026-05-01 17:00:00,2026-05-01 01:00:00,0.7,1.66,1.64,0.02,1.58,0.08
"15th Street",2026-05-01 17:00:00,2026-05-01 08:00:00,0.4,1.64,1.64,0,1.66,-0.02
"15th Street",2026-05-01 18:00:00,2026-04-27,4.8,1.61,1.63,0.02,NA,NA
"15th Street",2026-05-01 18:00:00,2026-04-28 01:00:00,3.7,1.53,1.63,0.1,1.61,-0.08
"15th Street",2026-05-01 18:00:00,2026-04-29 01:00:00,2.7,1.64,1.63,0.01,1.53,0.11
"15th Street",2026-05-01 18:00:00,2026-04-30 03:00:00,1.6,1.59,1.63,0.04,1.64,-0.05
"15th Street",2026-05-01 18:00:00,2026-05-01 01:00:00,0.7,1.59,1.63,0.04,1.59,0
"15th Street",2026-05-01 18:00:00,2026-05-01 08:00:00,0.4,1.63,1.63,0,1.59,0.04
"15th Street",2026-05-01 19:00:00,2026-04-27,4.8,1.56,1.59,0.03,NA,NA
"15th Street",2026-05-01 19:00:00,2026-04-28 01:00:00,3.8,1.44,1.59,0.15,1.56,-0.12
"15th Street",2026-05-01 19:00:00,2026-04-29 01:00:00,2.8,1.51,1.59,0.08,1.44,0.07
"15th Street",2026-05-01 19:00:00,2026-04-30 03:00:00,1.7,1.56,1.59,0.03,1.51,0.05
"15th Street",2026-05-01 19:00:00,2026-05-01 01:00:00,0.8,1.59,1.59,0,1.56,0.03
"15th Street",2026-05-01 19:00:00,2026-05-01 08:00:00,0.5,1.59,1.59,0,1.59,0
"15th Street",2026-05-01 20:00:00,2026-04-27,4.8,1.55,1.66,0.11,NA,NA
"15th Street",2026-05-01 20:00:00,2026-04-28 01:00:00,3.8,1.54,1.66,0.12,1.55,-0.01
"15th Street",2026-05-01 20:00:00,2026-04-29 01:00:00,2.8,1.5,1.66,0.16,1.54,-0.04
"15th Street",2026-05-01 20:00:00,2026-04-30 03:00:00,1.7,1.52,1.66,0.14,1.5,0.02
"15th Street",2026-05-01 20:00:00,2026-05-01 01:00:00,0.8,1.66,1.66,0,1.52,0.14
"15th Street",2026-05-01 20:00:00,2026-05-01 08:00:00,0.5,1.66,1.66,0,1.66,0
"15th Street",2026-05-01 21:00:00,2026-04-27,4.9,1.53,1.76,0.23,NA,NA
"15th Street",2026-05-01 21:00:00,2026-04-28 01:00:00,3.8,1.56,1.76,0.2,1.53,0.03
"15th Street",2026-05-01 21:00:00,2026-04-29 01:00:00,2.8,1.44,1.76,0.32,1.56,-0.12
"15th Street",2026-05-01 21:00:00,2026-04-30 03:00:00,1.8,1.54,1.76,0.22,1.44,0.1
"15th Street",2026-05-01 21:00:00,2026-05-01 01:00:00,0.8,1.76,1.76,0,1.54,0.22
"15th Street",2026-05-01 21:00:00,2026-05-01 08:00:00,0.5,1.76,1.76,0,1.76,0
"15th Street",2026-05-01 22:00:00,2026-04-27,4.9,1.54,1.71,0.17,NA,NA
"15th Street",2026-05-01 22:00:00,2026-04-28 01:00:00,3.9,1.6,1.71,0.11,1.54,0.06
"15th Street",2026-05-01 22:00:00,2026-04-29 01:00:00,2.9,1.51,1.71,0.2,1.6,-0.09
"15th Street",2026-05-01 22:00:00,2026-04-30 03:00:00,1.8,1.61,1.71,0.1,1.51,0.1
"15th Street",2026-05-01 22:00:00,2026-05-01 01:00:00,0.9,1.69,1.71,0.02,1.61,0.08
"15th Street",2026-05-01 22:00:00,2026-05-01 08:00:00,0.6,1.71,1.71,0,1.69,0.02
"15th Street",2026-05-01 23:00:00,2026-04-27,5,1.41,1.53,0.12,NA,NA
"15th Street",2026-05-01 23:00:00,2026-04-28 01:00:00,3.9,1.51,1.53,0.02,1.41,0.1
"15th Street",2026-05-01 23:00:00,2026-04-29 01:00:00,2.9,1.36,1.53,0.17,1.51,-0.15
"15th Street",2026-05-01 23:00:00,2026-04-30 03:00:00,1.8,1.4,1.53,0.13,1.36,0.04
"15th Street",2026-05-01 23:00:00,2026-05-01 01:00:00,0.9,1.52,1.53,0.01,1.4,0.12
"15th Street",2026-05-01 23:00:00,2026-05-01 08:00:00,0.6,1.53,1.53,0,1.52,0.01
"15th Street",2026-05-02,2026-04-27,5,1.35,1.57,0.22,NA,NA
"15th Street",2026-05-02,2026-04-28 01:00:00,4,1.55,1.57,0.02,1.35,0.2
"15th Street",2026-05-02,2026-04-29 01:00:00,3,1.39,1.57,0.18,1.55,-0.16
"15th Street",2026-05-02,2026-04-30 03:00:00,1.9,1.42,1.57,0.15,1.39,0.03
"15th Street",2026-05-02,2026-05-01 01:00:00,1,1.56,1.57,0.01,1.42,0.14
"15th Street",2026-05-02,2026-05-01 08:00:00,0.7,1.57,1.57,0,1.56,0.01
"15th Street",2026-05-02 01:00:00,2026-04-27,5,1.53,1.58,0.05,NA,NA
"15th Street",2026-05-02 01:00:00,2026-04-28 01:00:00,4,1.55,1.58,0.03,1.53,0.02
"15th Street",2026-05-02 01:00:00,2026-04-29 01:00:00,3,1.46,1.58,0.12,1.55,-0.09
"15th Street",2026-05-02 01:00:00,2026-04-30 03:00:00,1.9,1.55,1.58,0.03,1.46,0.09
"15th Street",2026-05-02 01:00:00,2026-05-01 01:00:00,1,1.58,1.58,0,1.55,0.03
"15th Street",2026-05-02 01:00:00,2026-05-01 08:00:00,0.7,1.58,1.58,0,1.58,0
"15th Street",2026-05-02 02:00:00,2026-04-27,5.1,1.51,1.57,0.06,NA,NA
"15th Street",2026-05-02 02:00:00,2026-04-28 01:00:00,4,1.57,1.57,0,1.51,0.06
"15th Street",2026-05-02 02:00:00,2026-04-29 01:00:00,3,1.53,1.57,0.04,1.57,-0.04
"15th Street",2026-05-02 02:00:00,2026-04-30 03:00:00,2,1.57,1.57,0,1.53,0.04
"15th Street",2026-05-02 02:00:00,2026-05-01 01:00:00,1,1.57,1.57,0,1.57,0
"15th Street",2026-05-02 02:00:00,2026-05-01 08:00:00,0.8,1.57,1.57,0,1.57,0
"15th Street",2026-05-02 03:00:00,2026-04-27,5.1,1.47,1.58,0.11,NA,NA
"15th Street",2026-05-02 03:00:00,2026-04-28 01:00:00,4.1,1.61,1.58,0.03,1.47,0.14
"15th Street",2026-05-02 03:00:00,2026-04-29 01:00:00,3.1,1.59,1.58,0.01,1.61,-0.02
"15th Street",2026-05-02 03:00:00,2026-04-30 03:00:00,2,1.58,1.58,0,1.59,-0.01
"15th Street",2026-05-02 03:00:00,2026-05-01 01:00:00,1.1,1.57,1.58,0.01,1.58,-0.01
"15th Street",2026-05-02 03:00:00,2026-05-01 08:00:00,0.8,1.58,1.58,0,1.57,0.01
"15th Street",2026-05-02 04:00:00,2026-04-27,5.2,1.48,1.6,0.12,NA,NA
"15th Street",2026-05-02 04:00:00,2026-04-28 01:00:00,4.1,1.59,1.6,0.01,1.48,0.11
"15th Street",2026-05-02 04:00:00,2026-04-29 01:00:00,3.1,1.61,1.6,0.01,1.59,0.02
"15th Street",2026-05-02 04:00:00,2026-04-30 03:00:00,2,1.62,1.6,0.02,1.61,0.01
"15th Street",2026-05-02 04:00:00,2026-05-01 01:00:00,1.1,1.63,1.6,0.03,1.62,0.01
"15th Street",2026-05-02 04:00:00,2026-05-01 08:00:00,0.8,1.6,1.6,0,1.63,-0.03
"15th Street",2026-05-02 05:00:00,2026-04-27,5.2,1.5,1.61,0.11,NA,NA
"15th Street",2026-05-02 05:00:00,2026-04-28 01:00:00,4.2,1.51,1.61,0.1,1.5,0.01
"15th Street",2026-05-02 05:00:00,2026-04-29 01:00:00,3.2,1.62,1.61,0.01,1.51,0.11
"15th Street",2026-05-02 05:00:00,2026-04-30 03:00:00,2.1,1.64,1.61,0.03,1.62,0.02
"15th Street",2026-05-02 05:00:00,2026-05-01 01:00:00,1.2,1.64,1.61,0.03,1.64,0
"15th Street",2026-05-02 05:00:00,2026-05-01 08:00:00,0.9,1.61,1.61,0,1.64,-0.03
"15th Street",2026-05-02 06:00:00,2026-04-27,5.3,1.52,1.58,0.06,NA,NA
"15th Street",2026-05-02 06:00:00,2026-04-28 01:00:00,4.2,1.52,1.58,0.06,1.52,0
"15th Street",2026-05-02 06:00:00,2026-04-29 01:00:00,3.2,1.56,1.58,0.02,1.52,0.04
"15th Street",2026-05-02 06:00:00,2026-04-30 03:00:00,2.1,1.64,1.58,0.06,1.56,0.08
"15th Street",2026-05-02 06:00:00,2026-05-01 01:00:00,1.2,1.6,1.58,0.02,1.64,-0.04
"15th Street",2026-05-02 06:00:00,2026-05-01 08:00:00,0.9,1.58,1.58,0,1.6,-0.02
"15th Street",2026-05-02 07:00:00,2026-04-27,5.3,1.68,1.76,0.08,NA,NA
"15th Street",2026-05-02 07:00:00,2026-04-28 01:00:00,4.3,1.69,1.76,0.07,1.68,0.01
"15th Street",2026-05-02 07:00:00,2026-04-29 01:00:00,3.3,1.75,1.76,0.01,1.69,0.06
"15th Street",2026-05-02 07:00:00,2026-04-30 03:00:00,2.2,1.76,1.76,0,1.75,0.01
"15th Street",2026-05-02 07:00:00,2026-05-01 01:00:00,1.3,1.78,1.76,0.02,1.76,0.02
"15th Street",2026-05-02 07:00:00,2026-05-01 08:00:00,1,1.76,1.76,0,1.78,-0.02
"15th Street",2026-05-02 08:00:00,2026-04-27,5.3,1.83,1.92,0.09,NA,NA
"15th Street",2026-05-02 08:00:00,2026-04-28 01:00:00,4.3,1.86,1.92,0.06,1.83,0.03
"15th Street",2026-05-02 08:00:00,2026-04-29 01:00:00,3.3,1.84,1.92,0.08,1.86,-0.02
"15th Street",2026-05-02 08:00:00,2026-04-30 03:00:00,2.2,1.88,1.92,0.04,1.84,0.04
"15th Street",2026-05-02 08:00:00,2026-05-01 01:00:00,1.3,1.9,1.92,0.02,1.88,0.02
"15th Street",2026-05-02 08:00:00,2026-05-01 08:00:00,1,1.92,1.92,0,1.9,0.02
"15th Street",2026-05-02 09:00:00,2026-04-27,5.4,1.98,2.1,0.12,NA,NA
"15th Street",2026-05-02 09:00:00,2026-04-28 01:00:00,4.3,2.05,2.1,0.05,1.98,0.07
"15th Street",2026-05-02 09:00:00,2026-04-29 01:00:00,3.3,2,2.1,0.1,2.05,-0.05
"15th Street",2026-05-02 09:00:00,2026-04-30 03:00:00,2.3,2.03,2.1,0.07,2,0.03
"15th Street",2026-05-02 09:00:00,2026-05-01 01:00:00,1.3,2.03,2.1,0.07,2.03,0
"15th Street",2026-05-02 09:00:00,2026-05-01 08:00:00,1,2.1,2.1,0,2.03,0.07
"15th Street",2026-05-02 10:00:00,2026-04-27,5.4,1.98,2.06,0.08,NA,NA
"15th Street",2026-05-02 10:00:00,2026-04-28 01:00:00,4.4,1.97,2.06,0.09,1.98,-0.01
"15th Street",2026-05-02 10:00:00,2026-04-29 01:00:00,3.4,2.1,2.06,0.04,1.97,0.13
